UID,health_impact,name
vieques-puerto-rico,,Deaths
vieques-puerto-rico,,Other environmental related diseases
vieques-puerto-rico,,Other Health impacts
vieques-puerto-rico,,"Health problems related to alcoholism, prostitution"
monoculture-plantation-in-araucania-chile,,Malnutrition
monoculture-plantation-in-araucania-chile,,"Violence related health impacts (homicides, rape, etc..) "
monoculture-plantation-in-araucania-chile,,"Health problems related to alcoholism, prostitution"
contaminacion-en-el-lago-de-maracaibo-venezuela,,Occupational disease and accidents
contaminacion-en-el-lago-de-maracaibo-venezuela,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
contaminacion-en-el-lago-de-maracaibo-venezuela,,Malnutrition
contaminacion-en-el-lago-de-maracaibo-venezuela,,Infectious diseases
ain-dara-qnd-the-cement-factory,,Other environmental related diseases
mineria-en-tamesis-colombia,,"Violence related health impacts (homicides, rape, etc..) "
mineria-en-tamesis-colombia,,"Health problems related to alcoholism, prostitution"
energy-ecological-economics-nuclear-power-plant-in-le-carnet,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
energy-ecological-economics-nuclear-power-plant-in-le-carnet,,Other Health impacts
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,"Violence related health impacts (homicides, rape, etc..) "
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,Deaths
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,Accidents
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,"Mental problems including stress, depression and suicide"
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,Occupational disease and accidents
erdenetsagaan-without-mining-eastern-mongolia,,Other environmental related diseases
lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,,Accidents
lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,,Occupational disease and accidents
lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,,Deaths
lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,,Other Health impacts
lead-in-enamel-paint-in-sri-lanka,,Other Health impacts
lead-in-enamel-paint-in-sri-lanka,,"Mental problems including stress, depression and suicide"
lead-in-enamel-paint-in-sri-lanka,,Occupational disease and accidents
lead-in-enamel-paint-in-sri-lanka,,Deaths
no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,,Infectious diseases
no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,,Malnutrition
est-for-invests-paper-mill-at-the-emajogi-river,,Other environmental related diseases
proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,,Accidents
proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,,Occupational disease and accidents
tularosa-basin-downwinders,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
tularosa-basin-downwinders,,"Mental problems including stress, depression and suicide"
tularosa-basin-downwinders,,Deaths
tularosa-basin-downwinders,,Other Health impacts
air-france-wwf-goodplanet-holistic-conservation-program-madagascar,,Malnutrition
komo-airport,,Accidents
komo-airport,,"Mental problems including stress, depression and suicide"
komo-airport,,"Violence related health impacts (homicides, rape, etc..) "
komo-airport,,Occupational disease and accidents
komo-airport,,Malnutrition
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,"Mental problems including stress, depression and suicide"
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,"Violence related health impacts (homicides, rape, etc..) "
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,"Health problems related to alcoholism, prostitution"
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,Occupational disease and accidents
great-manmade-river-libya,,Malnutrition
great-manmade-river-libya,,"Violence related health impacts (homicides, rape, etc..) "
great-manmade-river-libya,,Infectious diseases
great-manmade-river-libya,,Deaths
pascua-lama-mine-argentina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
rio-tintos-rossing-uranium-mine-namibia,,Occupational disease and accidents
rio-tintos-rossing-uranium-mine-namibia,,Deaths
rio-tintos-rossing-uranium-mine-namibia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
las-chancas-peru,,Accidents
las-chancas-peru,,"Mental problems including stress, depression and suicide"
las-chancas-peru,,"Violence related health impacts (homicides, rape, etc..) "
las-chancas-peru,,"Health problems related to alcoholism, prostitution"
las-chancas-peru,,Occupational disease and accidents
las-chancas-peru,,Infectious diseases
las-chancas-peru,,Deaths
desertificacion-de-lago-poopo-en-oruro-bolivia,,Malnutrition
kaolin-pipeline-on-quilombo-land-in-moju-para-brazil,,Accidents
kaolin-pipeline-on-quilombo-land-in-moju-para-brazil,,Malnutrition
eucalyptus-producer-portucel-group-mozambique,,Malnutrition
tembember,,"Mental problems including stress, depression and suicide"
protest-against-the-demolition-of-choi-yuen-village-for-xrl-high-speed-rail-hong-kong,,"Mental problems including stress, depression and suicide"
shrimp-farming-in-canavieiras-brazil,,"Violence related health impacts (homicides, rape, etc..) "
shrimp-farming-in-canavieiras-brazil,,Occupational disease and accidents
genetically-modified-salmon-for-direct-human-consumption,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
genetically-modified-salmon-for-direct-human-consumption,,Malnutrition
potosi-mines-of-cerro-rico-bolivia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
potosi-mines-of-cerro-rico-bolivia,,Malnutrition
potosi-mines-of-cerro-rico-bolivia,,Deaths
potosi-mines-of-cerro-rico-bolivia,,Accidents
potosi-mines-of-cerro-rico-bolivia,,Occupational disease and accidents
potosi-mines-of-cerro-rico-bolivia,,Other environmental related diseases
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,"Mental problems including stress, depression and suicide"
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,Occupational disease and accidents
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,Infectious diseases
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,Deaths
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,Accidents
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,"Health problems related to alcoholism, prostitution"
yokosuka-coal-power-plant,,Accidents
yokosuka-coal-power-plant,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
yokosuka-coal-power-plant,,"Mental problems including stress, depression and suicide"
oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,,Malnutrition
oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,,"Mental problems including stress, depression and suicide"
oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,,"Violence related health impacts (homicides, rape, etc..) "
oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,,Deaths
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,"Mental problems including stress, depression and suicide"
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,Malnutrition
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,Other Health impacts
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,Deaths
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,Accidents
contaminacion-del-rio-san-juan-queretaro-mexico,,Other environmental related diseases
roma-denied-access-to-clean-water-for-roma-in-slovakia1,,Other Health impacts
roma-denied-access-to-clean-water-for-roma-in-slovakia1,,Malnutrition
roma-denied-access-to-clean-water-for-roma-in-slovakia1,,Deaths
overfishing-and-poaching-at-lake-naivasha-kenya,,Malnutrition
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,Malnutrition
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,Occupational disease and accidents
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,Deaths
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,Accidents
dai-ninh-hydropower-project-dong-nai-river-vietnam,,"Mental problems including stress, depression and suicide"
dai-ninh-hydropower-project-dong-nai-river-vietnam,,Infectious diseases
carbon,,Accidents
carbon,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
carbon,,"Mental problems including stress, depression and suicide"
carbon,,"Violence related health impacts (homicides, rape, etc..) "
bhagtanwala-solid-waste-management-plant-amritsar-punjab,,Other Health impacts
solar-power-plant-in-drnis-croatia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
no-a-la-pineria-en-costa-rica,,Malnutrition
no-a-la-pineria-en-costa-rica,,Occupational disease and accidents
no-a-la-pineria-en-costa-rica,,Accidents
central-nuclear-china-en-rio-negro,,Accidents
central-nuclear-china-en-rio-negro,,Occupational disease and accidents
central-nuclear-china-en-rio-negro,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
nembe-creek-oil-spill-communities-livelihoods-threatened,,Deaths
wind-power-plant-wyczechowo-poland,,"Mental problems including stress, depression and suicide"
laguna-de-sonso-colombia,,"Health problems related to alcoholism, prostitution"
laguna-de-sonso-colombia,,Other environmental related diseases
laguna-de-sonso-colombia,,Other Health impacts
laguna-de-sonso-colombia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,,Malnutrition
post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,,Deaths
los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas,,Deaths
los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas,,"Violence related health impacts (homicides, rape, etc..) "
los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas,,"Health problems related to alcoholism, prostitution"
los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas,,Infectious diseases
thalifushi-landfill-a-toxic-bomb-in-the-ocean-maldives,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
residents-of-nachodka-protest-against-the-increasing-coal-dust-problem,,Other environmental related diseases
tuzluca-dam-turkey,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
tuzluca-dam-turkey,,Infectious diseases
tuzluca-dam-turkey,,Other environmental related diseases
tuzluca-dam-turkey,,Infectious diseases
tuzluca-dam-turkey,,Other environmental related diseases
tuzluca-dam-turkey,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
tuzluca-dam-turkey,,Infectious diseases
tuzluca-dam-turkey,,Other environmental related diseases
tuzluca-dam-turkey,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
krsko-nuclear-power-plant-slovenia,,Accidents
krsko-nuclear-power-plant-slovenia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
krsko-nuclear-power-plant-slovenia,,"Mental problems including stress, depression and suicide"
krsko-nuclear-power-plant-slovenia,,Occupational disease and accidents
krsko-nuclear-power-plant-slovenia,,Deaths
krsko-nuclear-power-plant-slovenia,,Other environmental related diseases
eurovegas-macro-casino-complex-in-alcorcon-madrid-spain,,"Mental problems including stress, depression and suicide"
eurovegas-macro-casino-complex-in-alcorcon-madrid-spain,,"Violence related health impacts (homicides, rape, etc..) "
eurovegas-macro-casino-complex-in-alcorcon-madrid-spain,,"Health problems related to alcoholism, prostitution"
eurovegas-macro-casino-complex-in-alcorcon-madrid-spain,,Occupational disease and accidents
proyecto-minero-el-tambor,,"Violence related health impacts (homicides, rape, etc..) "
batangas-province-philippines,,Occupational disease and accidents
hung-phu-residential-area-cai-rang-vietnam,,"Mental problems including stress, depression and suicide"
hung-phu-residential-area-cai-rang-vietnam,,Malnutrition
hung-phu-residential-area-cai-rang-vietnam,,"Health problems related to alcoholism, prostitution"
